record_date,shift,total_units_produced,units_target,capacity_utilization_pct,on_time_delivery_pct,open_issues_count,area_granulation_units,area_compression_units,area_coating_units,area_packaging_units,area_others_units,batch_id,batch_status,total_batches,batches_completed,batches_in_progress,batches_pending,batches_on_hold,granulator_speed_rpm,coater_inlet_temp_celsius,compression_force_kn,humidity_pct_rh,differential_pressure_pa,water_system_toc_ppb,alert_high_count,alert_medium_count,alert_low_count,activity_equipment_calibration_due,activity_preventive_maintenance_due,activity_changeover_scheduled,activity_qc_review_time
2026-05-17,Afternoon,278486,371409,54.0,79.2,1,95030,79759,61176,42519,2,BT202605172,Completed,19,8,7,1,3,427,56.5,19.0,47.5,10.4,139.7,1,2,1,5,4,3,10:15
2026-05-17,Night,298695,344042,57.4,75.6,2,96001,92028,58267,52396,3,BT202605173,In Progress,17,7,6,1,3,430,58.2,19.4,42.8,10.9,139.0,0,0,2,5,3,3,15:15
2026-05-18,Morning,424870,424664,67.2,92.1,1,143153,125719,91707,64290,1,BT202605181,Completed,24,11,6,1,6,453,55.8,20.1,41.9,12.0,119.0,1,0,0,1,1,4,15:30
2026-05-18,Afternoon,413640,403431,69.8,90.9,1,131886,128407,89306,64039,2,BT202605182,Completed,25,12,9,4,0,439,55.3,19.6,45.1,12.4,127.8,0,2,1,4,0,3,14:30
2026-05-18,Night,390864,373704,69.8,87.7,2,131730,120038,85200,53895,1,BT202605183,On Hold,19,6,5,1,7,459,54.3,19.3,44.7,13.2,125.0,0,1,1,0,1,0,11:30
2026-05-19,Morning,449501,419916,58.3,97.9,3,152012,131697,89254,76535,3,BT202605191,In Progress,26,14,8,3,1,439,57.0,18.5,39.1,10.7,118.6,0,0,2,0,3,3,11:00
2026-05-19,Afternoon,420117,398920,63.1,96.3,2,140704,127360,86824,65227,2,BT202605192,In Progress,21,11,6,2,2,428,57.4,18.4,39.1,10.5,111.0,1,3,3,2,3,3,16:15
2026-05-19,Night,369433,369526,61.3,94.8,4,121786,109691,79731,58224,1,BT202605193,In Progress,20,8,6,1,5,423,55.6,18.3,43.4,10.7,113.4,2,1,0,1,4,3,15:00
2026-05-20,Morning,405483,420393,70.4,87.8,1,146032,120040,80019,59391,1,BT202605201,Pending,25,13,8,4,0,466,55.5,17.6,45.1,9.5,140.3,0,2,0,0,6,2,15:15
2026-05-20,Afternoon,392494,399373,65.9,89.3,1,122826,125707,84620,59339,2,BT202605202,Completed,23,10,7,2,4,464,55.8,18.2,42.7,10.6,142.7,1,0,2,2,5,0,15:15
2026-05-20,Night,361839,369946,70.3,86.5,1,130837,102514,77052,51434,2,BT202605203,On Hold,20,7,7,3,3,472,56.9,16.8,42.2,8.2,145.8,1,0,2,5,2,0,11:00
2026-05-21,Morning,426790,430465,66.0,99.0,4,139041,123767,95539,68440,3,BT202605211,On Hold,27,12,8,2,5,446,56.3,16.7,43.0,12.2,127.9,0,1,2,2,2,4,15:00
2026-05-21,Afternoon,405123,408942,69.1,99,4,134087,123404,86996,60634,2,BT202605212,Completed,21,12,6,2,1,455,57.1,16.1,42.6,11.7,106.8,2,2,1,3,6,3,14:15
2026-05-21,Night,373121,378809,70.6,99,4,120949,113907,78214,60049,2,BT202605213,In Progress,19,6,4,2,7,450,56.7,17.4,43.6,12.0,115.9,1,2,1,1,4,0,15:30
2026-05-22,Morning,436650,415375,67.6,98.8,2,149123,137166,84686,65673,2,BT202605221,In Progress,21,10,6,1,4,437,61.0,17.1,45.1,13.3,124.6,0,2,3,3,1,1,14:45
2026-05-22,Afternoon,403423,394607,72.4,96.9,3,129696,121792,87407,64526,2,BT202605222,Completed,20,10,7,1,2,438,58.2,18.0,46.4,14.5,108.3,0,2,2,1,5,4,15:45
2026-05-22,Night,358413,365530,63.9,97.1,2,120770,110968,70292,56380,3,BT202605223,Completed,21,8,7,3,3,431,59.0,17.6,46.9,14.0,103.6,0,2,2,2,2,3,15:15
2026-05-23,Morning,361319,407059,54.9,84.5,2,121357,109821,71397,58742,2,BT202605231,Completed,24,12,7,2,3,451,58.7,17.6,41.1,12.0,124.8,1,0,2,1,4,4,14:30
2026-05-23,Afternoon,338860,386706,55.5,83.0,2,111776,100185,70622,56275,2,BT202605232,On Hold,22,11,6,2,3,462,60.2,18.4,41.8,11.0,123.1,1,0,0,1,5,2,15:15
2026-05-23,Night,323582,358212,49.6,82.4,4,105561,91475,74883,51660,3,BT202605233,On Hold,19,7,5,2,5,467,58.3,17.5,41.9,12.0,116.4,1,1,1,1,3,3,10:00
2026-05-24,Morning,383390,402295,66.5,85.4,2,140732,107086,79769,55801,2,BT202605241,In Progress,22,9,7,1,5,455,58.2,19.7,52.1,10.4,107.2,0,0,1,1,4,4,14:30
2026-05-24,Afternoon,367882,382181,68.4,86.8,2,131295,99690,78452,58444,1,BT202605242,On Hold,22,10,6,2,4,448,58.8,19.7,49.9,11.3,100.2,0,2,2,2,1,3,14:00
2026-05-24,Night,325999,354020,68.1,88.4,3,114391,85953,76571,49082,2,BT202605243,In Progress,19,8,5,1,5,460,57.9,19.1,47.4,11.5,102.7,0,1,0,2,3,1,14:45
2026-05-25,Morning,418272,421684,71.6,98.0,1,150768,115156,89289,63056,3,BT202605251,Pending,24,11,7,2,4,425,59.8,17.5,41.7,14.6,122.3,0,0,2,3,1,5,15:00
2026-05-25,Afternoon,345900,400600,64.7,96.5,1,119511,109756,68047,48584,2,BT202605252,In Progress,20,10,6,2,2,434,58.6,17.8,43.8,14.0,127.9,0,2,1,0,2,4,14:15
2026-05-25,Night,340640,371082,70.8,97.6,2,130826,95198,63817,50797,2,BT202605253,Pending,21,9,8,2,2,434,61.1,17.6,43.6,14.3,136.3,2,1,4,1,5,2,14:45
2026-05-26,Morning,323694,415840,53.7,90.5,6,109761,98607,65595,49729,2,BT202605261,Completed,21,11,8,2,0,430,57.1,18.8,41.0,13.5,128.5,1,0,0,2,2,0,14:30
2026-05-26,Afternoon,287372,395048,48.4,87.1,5,94885,85211,63571,43703,2,BT202605262,On Hold,20,8,6,1,5,456,55.7,18.8,41.0,12.4,131.3,0,1,1,5,4,1,14:15
2026-05-26,Night,275618,365939,50.6,87.1,6,91181,79963,60897,43575,2,BT202605263,On Hold,15,6,3,1,5,448,56.3,19.1,40.1,14.2,136.4,0,1,0,0,9,3,14:00
2026-05-27,Morning,389523,410375,61.0,99,3,130028,114011,82910,62572,2,BT202605271,Completed,25,14,8,3,0,461,55.5,16.6,52.3,11.4,120.5,0,0,3,2,3,3,15:15
2026-05-27,Afternoon,371828,389856,59.8,99,2,123752,108841,77072,62161,2,BT202605272,Completed,21,8,6,1,6,453,57.3,16.6,48.0,13.9,118.1,0,3,1,2,4,0,14:45
2026-05-27,Night,331313,361130,60.8,99,3,117522,93103,66928,53758,2,BT202605273,In Progress,21,8,6,1,6,457,56.2,17.7,49.3,10.9,135.1,0,1,1,2,2,0,10:15
2026-05-28,Morning,402789,421023,72.3,87.1,2,132699,125856,89605,54626,3,BT202605281,Completed,25,13,9,3,0,450,60.0,18.5,41.4,12.1,128.2,0,3,0,4,1,3,11:15
2026-05-28,Afternoon,424215,399972,70.0,86.5,1,147702,111170,89965,75377,1,BT202605282,Completed,23,11,7,1,4,447,58.6,19.1,45.3,10.9,106.5,0,3,0,2,2,0,14:30
2026-05-28,Night,354653,370500,77.4,86.2,1,115491,106698,74176,58286,2,BT202605283,On Hold,20,7,7,1,5,444,56.0,19.6,48.1,10.6,113.1,0,1,4,0,5,4,10:30
2026-05-29,Morning,427316,429309,47.5,96.5,3,149190,120388,96218,61517,3,BT202605291,In Progress,21,11,7,1,2,446,55.0,17.4,41.1,11.3,128.2,0,1,2,2,2,1,14:45
2026-05-29,Afternoon,402614,407843,47.3,99,3,134446,123504,81287,63375,2,BT202605292,Completed,24,12,6,4,2,447,55.2,17.2,41.1,10.6,121.0,1,3,0,1,1,1,11:15
2026-05-29,Night,399392,377792,47.1,95.7,2,129237,119757,80906,69489,3,BT202605293,In Progress,20,7,7,2,4,433,57.1,18.1,37.4,10.6,128.0,1,0,3,5,3,5,10:45
2026-05-30,Morning,392429,408797,70.5,94.4,4,132624,119039,77749,63015,2,BT202605301,Completed,23,12,7,2,2,458,58.8,18.4,51.1,10.3,118.7,1,1,4,4,1,3,14:30
2026-05-30,Afternoon,404298,388358,67.2,94.4,4,130089,119886,85863,68458,2,BT202605302,In Progress,25,12,9,2,2,439,58.9,18.6,48.4,10.8,112.2,2,3,1,1,1,0,11:00
2026-05-30,Night,367343,359742,67.8,97.1,4,115541,121264,80693,49843,2,BT202605303,Completed,19,7,6,2,4,444,59.5,18.7,44.0,11.3,124.5,0,3,2,1,1,4,15:15
2026-05-31,Morning,372548,401165,52.4,90.9,4,124722,103786,80587,63451,2,BT202605311,Completed,23,10,7,2,4,448,58.3,18.5,44.1,13.1,104.4,1,2,1,2,3,1,10:30
2026-05-31,Afternoon,347782,381107,57.5,93.0,4,116295,107495,70225,53764,3,BT202605312,Pending,23,9,9,1,4,443,58.0,18.7,42.8,15.5,123.6,0,2,0,3,3,1,16:45
2026-05-31,Night,324167,353025,59.0,90.8,4,113238,94777,69796,46355,1,BT202605313,On Hold,20,8,6,1,5,455,58.3,18.4,45.5,14.5,112.4,0,1,2,2,2,3,09:15
2026-06-01,Morning,411204,424131,69.0,88.5,2,136043,129713,84587,60859,2,BT202606011,On Hold,28,12,9,2,5,454,57.1,17.3,44.5,9.8,132.2,0,2,2,4,1,0,14:00
2026-06-01,Afternoon,413749,402925,74.9,88.2,3,142064,117621,83785,70276,3,BT202606012,Completed,22,9,6,2,5,445,57.8,16.7,43.2,10.7,141.9,0,1,1,5,0,4,10:00
2026-06-01,Night,405767,373236,72.7,88.8,2,130024,122022,85846,67873,2,BT202606013,Pending,19,7,6,2,4,454,57.5,17.2,45.3,10.3,146.4,1,0,0,6,4,3,14:00
2026-06-02,Morning,413882,422925,55.5,83.7,0,132662,123023,90227,67968,2,BT202606021,On Hold,25,13,8,3,1,446,55.9,18.3,44.1,11.7,114.5,0,0,1,3,8,2,11:00
2026-06-02,Afternoon,399545,401779,56.7,88.0,1,133747,121477,85793,58526,2,BT202606022,Completed,23,11,7,2,3,433,55.0,17.6,48.0,10.9,121.4,0,0,0,2,4,1,15:30
2026-06-02,Night,372670,372174,56.7,86.1,1,134222,108270,78418,51759,1,BT202606023,In Progress,23,11,9,2,1,443,54.0,18.4,44.7,11.8,129.0,0,2,0,2,3,2,10:45
2026-06-03,Morning,452046,423210,59.1,90.2,1,148255,143148,93985,66656,2,BT202606031,In Progress,26,13,8,2,3,449,60.2,18.5,40.8,10.4,128.2,2,1,2,2,5,3,15:00
2026-06-03,Afternoon,388681,402050,63.0,90.0,1,130474,112089,83879,62237,2,BT202606032,In Progress,25,12,9,4,0,451,58.0,18.6,47.1,11.9,122.6,1,0,3,5,8,0,10:00
2026-06-03,Night,367229,372425,62.5,90.0,1,124809,106042,78887,57489,2,BT202606033,Completed,23,7,4,2,10,453,59.9,17.9,42.4,9.8,112.1,1,1,0,2,8,5,15:15
2026-06-04,Morning,375117,412755,63.3,81.9,2,121877,107685,80610,64943,2,BT202606041,Completed,24,12,6,3,3,437,60.3,17.5,46.8,12.3,128.3,2,2,4,4,2,4,10:00
2026-06-04,Afternoon,349762,392117,66.6,85.4,2,120589,102643,72735,53792,3,BT202606042,Completed,21,11,7,3,0,439,60.7,17.4,46.8,11.8,123.4,2,2,2,3,2,0,16:15
2026-06-04,Night,354703,363224,67.0,81.1,3,122231,103666,73754,55050,2,BT202606043,Pending,19,8,5,2,4,432,60.8,16.9,44.9,12.1,127.3,0,3,2,3,3,1,14:00
2026-06-05,Morning,482269,439865,63.7,93.3,1,163682,139979,115306,63299,3,BT202606051,Completed,26,14,9,3,0,469,59.5,18.2,47.1,12.2,149.6,1,0,4,0,1,2,09:00
2026-06-05,Afternoon,436279,417872,67.1,92.9,1,148082,126433,92076,69686,2,BT202606052,On Hold,25,13,8,2,2,458,59.4,16.9,48.7,11.8,124.8,0,1,1,0,2,5,09:15
2026-06-05,Night,384701,387081,63.1,94.3,1,126262,114978,80312,63147,2,BT202606053,Completed,19,8,5,2,4,454,58.3,18.0,45.6,11.5,146.0,0,1,2,1,3,6,15:00
2026-06-06,Morning,418459,415678,68.3,92.7,4,136298,136538,83681,61940,2,BT202606061,Completed,24,11,6,2,5,432,61.2,17.0,45.0,12.8,117.1,0,0,0,1,2,4,15:30
2026-06-06,Afternoon,389835,394894,71.0,96.5,4,132932,110233,84641,62027,2,BT202606062,Completed,22,11,6,2,3,419,61.5,17.2,43.7,12.1,104.3,0,0,1,1,0,3,15:00
2026-06-06,Night,370738,365797,69.2,92.3,3,129563,105957,78934,56283,1,BT202606063,Pending,21,9,6,1,5,422,59.8,16.4,48.4,11.5,104.5,0,0,2,0,2,6,14:45
2026-06-07,Morning,422055,398669,67.6,85.4,5,126267,136114,88351,71322,1,BT202606071,Completed,27,15,10,3,0,456,56.9,18.1,46.1,8.4,134.9,0,1,1,3,0,2,16:15
2026-06-07,Afternoon,365741,378735,65.4,85.1,5,118247,103196,84224,60071,3,BT202606072,On Hold,23,10,6,2,5,455,54.9,18.1,45.4,7.9,138.0,0,3,4,1,2,3,15:15
2026-06-07,Night,354399,350828,67.7,84.0,4,120223,101739,76603,55832,2,BT202606073,Completed,21,9,7,1,4,455,54.6,17.9,43.0,7.6,130.3,0,2,4,3,1,3,10:00
2026-06-08,Morning,428603,441685,77.6,96.6,3,146273,125295,91717,65316,2,BT202606081,Completed,25,14,7,3,1,446,56.9,17.9,44.3,13.2,138.0,0,2,2,0,3,3,15:30
2026-06-08,Afternoon,430768,419601,75.7,96.5,4,144735,127042,93156,65833,2,BT202606082,Completed,22,11,8,2,1,442,55.9,18.6,45.2,11.9,140.1,0,1,3,4,7,2,16:30
2026-06-08,Night,368818,388683,74.6,95.5,3,120348,114578,76038,57852,2,BT202606083,Completed,19,7,7,2,3,451,57.0,19.2,44.5,12.0,133.4,1,3,1,0,4,0,10:30
2026-06-09,Morning,435871,433813,79.9,96.0,3,143279,133122,96033,63434,3,BT202606091,In Progress,25,12,7,2,4,459,58.2,17.2,37.4,11.8,115.5,0,3,1,3,2,0,15:45
2026-06-09,Afternoon,413316,412122,80.4,93.3,2,145263,121923,81074,65055,1,BT202606092,Completed,23,8,8,2,5,464,57.9,17.2,41.4,11.0,113.2,1,3,1,1,6,2,10:15
2026-06-09,Night,385192,381756,80.8,90.0,2,134027,110276,79509,61377,3,BT202606093,Completed,22,10,5,2,5,456,57.2,17.6,40.1,10.4,114.3,1,1,1,5,5,2,14:00
2026-06-10,Morning,429232,418391,75.9,94.1,2,143671,129087,95964,60508,2,BT202606101,Pending,28,13,11,2,2,448,57.8,16.9,50.9,11.2,108.0,1,2,0,1,5,4,09:30
2026-06-10,Afternoon,393347,397472,76.2,93.2,1,133823,121004,81120,57398,2,BT202606102,In Progress,22,11,5,3,3,451,57.6,17.8,47.1,11.4,103.4,1,1,3,0,6,0,15:00
2026-06-10,Night,384542,368184,76.8,93.0,3,132888,108277,85028,58347,2,BT202606103,Completed,21,9,7,1,4,440,57.6,16.5,43.6,12.5,101.6,0,1,2,4,4,1,10:15
2026-06-11,Morning,418210,441123,57.3,99,6,146486,118888,83561,69273,2,BT202606111,In Progress,25,12,6,4,3,452,59.0,18.1,47.1,10.4,113.1,0,0,4,1,3,6,09:15
2026-06-11,Afternoon,412555,419067,58.8,97.3,5,143495,116001,86791,66267,1,BT202606112,On Hold,24,11,10,2,1,438,59.7,18.5,45.8,7.9,114.8,0,1,1,3,4,0,11:00
2026-06-11,Night,386711,388188,54.9,99,5,137802,106354,78786,63767,2,BT202606113,Pending,21,6,5,3,7,439,58.4,17.9,49.1,10.5,111.5,0,1,4,5,5,5,14:15
2026-06-12,Morning,435850,429597,70.3,94.0,5,147280,132016,94633,61918,3,BT202606121,In Progress,24,11,7,2,4,435,56.7,20.0,48.6,12.7,113.3,2,3,2,2,2,3,14:00
2026-06-12,Afternoon,392862,408117,72.8,91.0,5,127179,120100,80339,65242,2,BT202606122,Pending,23,12,6,4,1,439,58.0,18.7,46.2,13.6,94.9,0,1,2,3,5,0,10:00
2026-06-12,Night,365713,378046,75.9,88.7,5,120099,103774,82224,59615,1,BT202606123,Completed,23,9,7,1,6,431,57.6,19.1,46.3,11.6,105.7,0,1,3,0,0,2,16:15
2026-06-13,Morning,393701,399521,74.2,84.0,3,143587,105190,76871,68051,2,BT202606131,Completed,26,14,7,2,3,448,59.3,16.8,41.6,12.1,119.8,0,2,4,4,2,0,11:15
2026-06-13,Afternoon,419600,379545,65.9,87.7,3,143958,121984,93304,60351,3,BT202606132,In Progress,26,14,8,3,1,450,57.8,18.2,41.3,12.5,122.5,2,0,1,1,1,4,10:00
2026-06-13,Night,371084,351578,71.2,85.4,2,127580,105622,80075,57805,2,BT202606133,In Progress,20,8,8,2,2,451,58.9,17.4,43.2,12.9,117.6,1,1,0,4,0,2,11:30
2026-06-14,Morning,412948,417238,72.4,89.5,7,129961,128577,88006,66402,2,BT202606141,Completed,25,11,7,3,4,439,55.8,18.3,42.9,12.6,114.2,0,1,1,5,3,1,11:45
2026-06-14,Afternoon,394890,396376,70.9,90.5,7,132812,121337,79976,60763,2,BT202606142,Pending,23,11,6,2,4,451,54.0,17.2,44.3,11.1,93.2,0,2,2,4,3,3,15:45
2026-06-14,Night,376074,367170,70.9,87.9,6,128693,116745,73250,57384,2,BT202606143,Completed,19,7,7,1,4,449,55.5,17.3,40.2,12.3,114.2,0,1,1,6,6,0,16:00
2026-06-15,Morning,333143,428522,54.0,92.2,4,105038,100854,71097,56152,2,BT202606151,Completed,21,11,5,3,2,432,59.6,18.7,53.3,11.8,108.7,1,0,1,2,3,4,11:30
2026-06-15,Afternoon,323409,407096,56.3,93.7,2,108553,98547,68589,47718,2,BT202606152,In Progress,18,9,5,2,2,425,58.2,17.6,54.9,11.2,111.5,3,0,1,7,2,1,14:00
2026-06-15,Night,266493,377099,51.4,89.0,2,82390,83307,59455,41339,2,BT202606153,Completed,16,6,6,1,3,425,59.0,17.9,52.1,10.8,105.5,1,1,1,5,1,3,11:15
2026-06-16,Morning,441843,433696,70.9,94.0,0,157044,128838,91165,64795,1,BT202606161,Pending,25,13,7,1,4,459,56.9,17.2,38.6,11.1,115.8,0,1,1,4,5,5,15:30
2026-06-16,Afternoon,415887,412011,73.8,92.3,1,130922,112885,96176,75901,3,BT202606162,Completed,22,9,7,2,4,472,57.4,17.0,46.8,12.9,128.3,0,0,2,3,4,3,16:15
2026-06-16,Night,366382,381652,68.7,93.1,1,134868,103090,75178,53244,2,BT202606163,In Progress,20,8,5,2,5,447,58.6,16.8,42.2,12.4,121.9,0,0,0,3,4,2,16:15
2026-06-17,Morning,409461,437405,67.9,92.0,2,140208,106672,89645,72934,2,BT202606171,In Progress,24,11,10,2,1,450,56.7,17.7,47.5,11.2,106.6,1,2,1,5,4,2,14:15
2026-06-17,Afternoon,372132,415535,67.0,88.1,2,118205,109656,82659,61610,2,BT202606172,Completed,22,8,7,2,5,451,55.2,18.8,47.9,13.2,88.7,1,0,3,4,5,0,14:15
2026-06-17,Night,355989,384917,67.8,89.4,3,123302,102720,71274,58691,2,BT202606173,On Hold,17,6,5,2,4,458,56.9,18.6,50.1,12.5,99.5,0,0,1,4,2,5,11:15
2026-06-18,Morning,391930,425906,59.2,89.7,3,132045,110838,84802,64242,3,BT202606181,In Progress,24,12,6,3,3,438,58.0,18.7,43.5,12.0,119.7,1,1,0,3,6,2,15:30
2026-06-18,Afternoon,373071,404610,60.7,91.6,2,124547,111973,79998,56552,1,BT202606182,Completed,23,9,5,3,6,429,59.4,19.3,47.7,11.8,115.7,1,1,1,2,2,2,16:30
2026-06-18,Night,357102,374797,61.5,89.9,2,113832,114071,77859,51338,2,BT202606183,Completed,21,7,4,1,9,445,58.4,19.1,43.4,12.7,101.5,0,0,1,1,2,1,10:45
2026-06-19,Morning,312328,441625,58.0,88.8,1,100561,90156,66727,54882,2,BT202606191,In Progress,20,9,6,2,3,461,61.7,18.8,42.7,12.7,103.3,2,1,0,3,2,0,10:15
2026-06-19,Afternoon,370332,419544,62.5,94.9,1,123121,102736,79569,64903,3,BT202606192,In Progress,20,9,5,2,4,454,59.0,19.0,44.6,13.5,102.2,0,0,1,0,0,6,10:00
2026-06-19,Night,318529,388630,60.7,93.1,1,98872,106178,64613,48865,1,BT202606193,Pending,15,6,5,2,2,463,60.2,18.4,45.4,13.7,107.2,2,0,2,0,1,5,14:30
2026-06-20,Morning,422999,412229,58.7,86.2,3,150317,122635,82312,67733,2,BT202606201,In Progress,23,13,9,2,0,443,57.2,18.3,40.3,11.2,125.1,0,1,0,2,3,3,11:00
2026-06-20,Afternoon,379109,391618,59.5,87.4,3,129392,110141,76850,62724,2,BT202606202,Completed,24,11,7,3,3,454,57.7,19.3,39.7,12.4,122.3,2,2,0,3,2,1,14:00
2026-06-20,Night,354212,362762,58.9,87.2,2,127003,95825,73970,57412,2,BT202606203,On Hold,23,9,8,3,3,450,59.2,18.1,42.8,12.8,134.3,0,0,1,0,2,2,14:15
2026-06-21,Morning,457767,413461,75.1,90.8,3,153694,127224,100429,76418,2,BT202606211,Completed,24,11,6,2,5,436,58.0,17.7,48.2,13.9,116.0,0,2,2,2,0,0,11:15
2026-06-21,Afternoon,435828,392788,71.2,91.1,4,139871,129071,96832,70051,3,BT202606212,Completed,24,12,6,3,3,444,58.0,16.7,42.5,13.5,124.7,0,2,1,1,4,0,15:00
2026-06-21,Night,353042,363846,70.0,87.2,3,114946,102092,80690,55311,3,BT202606213,Pending,21,8,6,2,5,434,57.8,16.9,46.6,12.9,124.8,0,2,1,0,6,6,09:15
2026-06-22,Morning,428088,424669,68.4,95.4,3,140005,129443,88434,70204,2,BT202606221,Completed,27,14,7,2,4,452,58.1,18.5,46.6,12.2,112.9,0,2,4,2,3,4,14:00
2026-06-22,Afternoon,420132,403435,75.2,89.5,2,138396,118423,102120,61190,3,BT202606222,Completed,27,13,8,3,3,450,59.1,19.2,47.2,11.1,122.5,1,2,3,3,1,0,16:15
2026-06-22,Night,379693,373708,73.6,92.3,4,125140,113119,77766,63667,1,BT202606223,In Progress,23,10,6,2,5,454,59.5,17.7,49.3,11.7,115.6,0,2,1,3,1,3,10:00
2026-06-23,Morning,446021,435567,67.3,88.0,2,155395,120904,97813,71907,2,BT202606231,In Progress,27,13,6,3,5,463,58.1,19.7,45.0,11.9,122.2,1,1,1,1,3,0,15:15
2026-06-23,Afternoon,428653,413789,70.7,89.5,3,145336,124509,88388,70419,1,BT202606232,On Hold,23,11,8,3,1,451,57.9,19.7,43.4,11.6,136.9,0,0,0,0,5,5,15:00
2026-06-23,Night,370744,383299,71.8,88.0,3,124422,105200,84931,56189,2,BT202606233,Completed,18,5,6,1,6,463,57.6,18.9,43.2,12.8,121.4,0,1,1,1,4,3,15:30
2026-06-24,Morning,433206,426459,78.0,92.5,6,151773,118789,95756,66886,2,BT202606241,Pending,27,16,8,4,0,452,57.2,17.1,50.6,11.6,119.4,0,0,0,4,5,2,14:00
2026-06-24,Afternoon,414241,405136,81.4,94.3,5,132952,123481,97420,60385,3,BT202606242,Completed,22,10,7,3,2,442,57.6,18.3,52.1,12.9,128.5,0,2,0,2,5,5,10:00
2026-06-24,Night,366134,375283,81.9,90.3,5,127133,101643,75034,62322,2,BT202606243,In Progress,17,7,5,2,3,437,55.0,18.4,51.4,11.9,128.2,0,1,1,0,3,0,14:30
2026-06-25,Morning,412842,429065,70.8,92.2,4,126713,124315,91980,69833,1,BT202606251,Completed,26,12,7,4,3,431,62.4,18.8,45.9,12.9,119.8,1,2,2,4,2,2,10:00
2026-06-25,Afternoon,395029,407611,69.8,92.8,4,141171,114537,78895,60425,1,BT202606252,Completed,23,12,9,2,0,441,60.9,19.3,51.2,13.3,114.4,2,0,3,4,5,2,15:30
2026-06-25,Night,365559,377577,64.9,93.5,5,118057,113055,76896,57549,2,BT202606253,Pending,20,7,6,2,5,444,60.6,18.6,48.6,13.1,121.9,2,2,2,0,2,4,09:15
2026-06-26,Morning,448144,422364,66.9,94.3,3,157825,121860,94010,74447,2,BT202606261,On Hold,29,12,6,3,8,466,54.7,18.0,42.5,13.2,126.3,0,0,3,2,4,4,11:00
2026-06-26,Afternoon,391876,401246,72.5,93.8,2,133422,119292,75254,63906,2,BT202606262,In Progress,26,13,6,3,4,475,57.0,16.9,42.3,13.3,124.7,2,0,4,2,2,3,11:15
2026-06-26,Night,347271,371681,73.6,91.2,3,115532,111250,69261,51226,2,BT202606263,Completed,19,8,5,2,4,457,58.2,17.2,39.1,12.9,140.6,0,2,3,0,3,3,15:00
2026-06-27,Morning,401842,406232,56.5,84.6,4,133054,119049,81131,68606,2,BT202606271,Completed,27,14,5,4,4,467,57.2,17.7,39.6,11.0,124.9,0,0,1,1,2,3,14:15
2026-06-27,Afternoon,394957,385921,55.7,82.4,3,134355,121865,81625,57109,3,BT202606272,In Progress,25,11,7,2,5,469,57.6,18.3,43.9,12.0,123.8,0,0,3,0,5,0,11:45
2026-06-27,Night,342800,357484,55.1,81.3,3,117192,95939,74069,55598,2,BT202606273,Completed,18,7,4,1,6,459,57.5,18.5,38.8,11.0,119.9,0,2,4,2,2,4,09:45
2026-06-28,Morning,439420,405274,63.7,88.9,1,145824,121219,94305,78070,2,BT202606281,In Progress,29,15,11,2,1,461,61.3,18.3,47.0,11.5,127.2,1,1,3,0,1,5,11:45
2026-06-28,Afternoon,402073,385010,63.0,84.7,1,131239,115663,88417,66752,2,BT202606282,In Progress,24,11,7,3,3,452,60.9,18.8,48.6,10.5,132.7,0,0,1,4,3,1,15:00
2026-06-28,Night,382321,356641,61.8,87.5,0,126734,115345,86570,53671,1,BT202606283,Completed,19,7,5,2,5,454,62.1,19.1,46.7,11.9,111.3,0,2,1,2,6,5,09:30
2026-06-29,Morning,432337,410144,61.6,89.7,3,140393,131460,94117,66365,2,BT202606291,Completed,25,12,8,3,2,442,55.9,17.2,47.1,12.9,122.3,0,0,1,1,4,1,15:30
2026-06-29,Afternoon,404650,389637,59.7,88.3,3,121963,121207,97261,64217,2,BT202606292,In Progress,23,10,8,3,2,451,56.2,18.0,45.8,11.7,114.3,2,3,1,0,2,2,10:45
2026-06-29,Night,381641,360927,60.8,90.1,3,125043,112102,80823,63672,1,BT202606293,Completed,20,9,5,1,5,440,56.4,17.5,45.0,12.6,112.0,0,1,1,4,2,3,11:00
2026-06-30,Morning,449742,430185,64.9,97.8,0,150467,135832,92578,70863,2,BT202606301,In Progress,26,15,8,2,1,462,57.0,17.2,46.8,10.8,107.1,0,2,2,2,5,5,15:15
2026-06-30,Afternoon,425852,408675,71.9,96.2,0,145639,127013,87829,65369,2,BT202606302,In Progress,23,10,7,3,3,459,56.2,16.6,51.3,10.2,103.7,0,1,2,4,4,0,09:00
2026-06-30,Night,354752,378562,72.5,97.6,0,118592,108412,76771,50974,3,BT202606303,Completed,19,8,7,2,2,456,57.5,17.5,44.3,11.3,98.0,0,3,1,2,3,5,14:30
2026-07-01,Morning,453026,425901,74.0,95.9,4,146659,138842,99619,67905,1,BT202607011,On Hold,25,10,7,2,6,433,59.8,17.8,44.3,11.6,128.7,0,3,1,4,4,0,15:00
2026-07-01,Afternoon,382461,404606,72.0,94.1,3,130448,110074,80580,61356,3,BT202607012,In Progress,25,10,8,4,3,433,57.8,17.3,38.8,12.6,142.7,1,2,2,3,3,3,15:15
2026-07-01,Night,385706,374793,77.2,91.0,5,131159,120216,78914,55414,3,BT202607013,In Progress,21,8,6,2,5,442,58.3,16.9,43.5,12.6,128.9,1,3,4,4,3,0,10:15
